project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs
jenkins,avoidPrivateMethodsInspection,isOverridden,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/IsOverriddenTest.java#L78,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1512,hudson.util.IsOverriddenTest.avoidPrivateMethodsInspection(),hudson.util.IsOverriddenTest.avoidPrivateMethodsInspection(),hudson.util.IsOverriddenTest.avoidPrivateMethodsInspection(),"hudson.Util.isOverridden(java.lang.Class<?>, java.lang.Class<?>, java.lang.String, java.lang.Class<?>...)","hudson.Util.isOverridden(Class, Class, String)","hudson.Util.isOverridden(Class, Class, String)"
jenkins,testPermissionsToMode,permissionsToMode,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/UtilTest.java#L556,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1697,hudson.UtilTest.testPermissionsToMode(),hudson.UtilTest.testPermissionsToMode(),hudson.UtilTest.testPermissionsToMode(),hudson.Util.permissionsToMode(java.util.Set<java.nio.file.attribute.PosixFilePermission>),hudson.Util.permissionsToMode(Set),hudson.Util.permissionsToMode(Set)
jenkins,resetAdminEmail,setAdminAddress,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java#L74,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java#L123,jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfiguration.setAdminAddress(java.lang.String),jenkins.model.JenkinsLocationConfiguration.setAdminAddress(String),jenkins.model.JenkinsLocationConfiguration.setAdminAddress(String)
jenkins,resetAdminEmail,getAdminAddress,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/JenkinsLocationConfigurationTest.java#L74,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java#L113,jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfigurationTest.resetAdminEmail(),jenkins.model.JenkinsLocationConfiguration.getAdminAddress(),jenkins.model.JenkinsLocationConfiguration.getAdminAddress(),jenkins.model.JenkinsLocationConfiguration.getAdminAddress()
jenkins,basic,add,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L237,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.add(T),hudson.util.ConsistentHash.add(T),hudson.util.ConsistentHash.add(T)
jenkins,basic,lookup,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L344,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.lookup(int),hudson.util.ConsistentHash.lookup(int),hudson.util.ConsistentHash.lookup(int)
jenkins,basic,list,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/ConsistentHashTest.java#L51,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/ConsistentHash.java#L366,hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHashTest.basic(),hudson.util.ConsistentHash.list(int),hudson.util.ConsistentHash.list(int),hudson.util.ConsistentHash.list(int)
jenkins,test_newerThan_gt_newest,add,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L196,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L120,jenkins.widgets.HistoryPageFilterTest.test_newerThan_gt_newest(),jenkins.widgets.HistoryPageFilterTest.test_newerThan_gt_newest(),jenkins.widgets.HistoryPageFilterTest.test_newerThan_gt_newest(),jenkins.widgets.HistoryPageFilter.add(java.lang.Iterable<T>),jenkins.widgets.HistoryPageFilter.add(Iterable),jenkins.widgets.HistoryPageFilter.add(Iterable)
jenkins,canReadXml1_0Test,read,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/XmlFileTest.java#L20,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/XmlFile.java#L160,hudson.XmlFileTest.canReadXml1_0Test(),hudson.XmlFileTest.canReadXml1_0Test(),hudson.XmlFileTest.canReadXml1_0Test(),hudson.XmlFile.read(),hudson.XmlFile.read(),hudson.XmlFile.read()
jenkins,reportNonexistentInnerView,parseArguments,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/cli/handlers/ViewOptionHandlerTest.java#L170,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/cli/handlers/ViewOptionHandler.java#L70,hudson.cli.handlers.ViewOptionHandlerTest.reportNonexistentInnerView(),hudson.cli.handlers.ViewOptionHandlerTest.reportNonexistentInnerView(),hudson.cli.handlers.ViewOptionHandlerTest.reportNonexistentInnerView(),hudson.cli.handlers.ViewOptionHandler.parseArguments(org.kohsuke.args4j.spi.Parameters),hudson.cli.handlers.ViewOptionHandler.parseArguments(Parameters),hudson.cli.handlers.ViewOptionHandler.parseArguments(Parameters)
jenkins,testIsMapped,isMapped,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/UserIdMapperTest.java#L117,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/UserIdMapper.java#L104,hudson.model.UserIdMapperTest.testIsMapped(),hudson.model.UserIdMapperTest.testIsMapped(),hudson.model.UserIdMapperTest.testIsMapped(),hudson.model.UserIdMapper.isMapped(java.lang.String),hudson.model.UserIdMapper.isMapped(String),hudson.model.UserIdMapper.isMapped(String)
jenkins,subTextSubText,subText,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/MarkupTextTest.java#L116,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/MarkupText.java#L255,hudson.MarkupTextTest.subTextSubText(),hudson.MarkupTextTest.subTextSubText(),hudson.MarkupTextTest.subTextSubText(),"hudson.MarkupText.subText(int, int)","hudson.MarkupText.subText(int, int)","hudson.MarkupText.subText(int, int)"
jenkins,empty,CompoundEnumeration,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/CompoundEnumerationTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/CompoundEnumeration.java#L19,hudson.util.CompoundEnumerationTest.empty(),hudson.util.CompoundEnumerationTest.empty(),hudson.util.CompoundEnumerationTest.empty(),hudson.util.CompoundEnumeration.CompoundEnumeration(java.util.Enumeration...),hudson.util.CompoundEnumeration(),hudson.util.CompoundEnumeration()
jenkins,cycle3,run,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/CyclicGraphDetectorTest.java#L85,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/CyclicGraphDetector.java#L22,hudson.util.CyclicGraphDetectorTest.cycle3(),hudson.util.CyclicGraphDetectorTest.cycle3(),hudson.util.CyclicGraphDetectorTest.cycle3(),hudson.util.CyclicGraphDetector.run(java.lang.Iterable<? extends N>),hudson.util.CyclicGraphDetector.run(Iterable),hudson.util.CyclicGraphDetector.run(Iterable)
