project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs,from_artifact,to_artifact,to_call_depth,label,tags,notes
spring-framework,conditionalConversionForAllTypes,isEqualTo,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/convert/support/GenericConversionServiceTests.java#L456,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/MediaTypeAssert.java#L55,org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.test.http.MediaTypeAssert.isEqualTo(java.lang.String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),#test-code #test-case-method,#main-code,1,0,,
spring-framework,conditionalConversionForAllTypes,assertThat,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/convert/support/GenericConversionServiceTests.java#L456,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/http/HttpHeadersAssertTests.java#L459,org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.core.convert.support.GenericConversionServiceTests.conditionalConversionForAllTypes(),org.springframework.test.http.HttpHeadersAssertTests.assertThat(org.springframework.http.HttpHeaders),org.springframework.test.http.HttpHeadersAssertTests.assertThat(HttpHeaders),org.springframework.test.http.HttpHeadersAssertTests.assertThat(HttpHeaders),#test-code #test-case-method,#test-code #test-helper-method,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,setIgnoreUnresolvableNestedPlaceholders,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/ConfigurablePropertyResolver.java#L99,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.ConfigurablePropertyResolver.setIgnoreUnresolvableNestedPlaceholders(boolean),org.springframework.core.env.ConfigurablePropertyResolver.setIgnoreUnresolvableNestedPlaceholders(boolean),org.springframework.core.env.ConfigurablePropertyResolver.setIgnoreUnresolvableNestedPlaceholders(boolean),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,addFirst,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/MutablePropertySources.java#L103,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.MutablePropertySources.addFirst(org.springframework.core.env.PropertySource<?>),org.springframework.core.env.MutablePropertySources.addFirst(PropertySource),org.springframework.core.env.MutablePropertySources.addFirst(MockPropertySource),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,MutablePropertySources,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/MutablePropertySources.java#L49,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.MutablePropertySources.MutablePropertySources(),org.springframework.core.env.MutablePropertySources.MutablePropertySources(),org.springframework.core.env.MutablePropertySources.MutablePropertySources(),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,resolvePlaceholders,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/PropertyResolver.java#L100,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertyResolver.resolvePlaceholders(java.lang.String),org.springframework.core.env.PropertyResolver.resolvePlaceholders(String),org.springframework.core.env.PropertyResolver.resolvePlaceholders(String),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,resolveRequiredPlaceholders,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/PropertyResolver.java#L110,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertyResolver.resolveRequiredPlaceholders(java.lang.String),org.springframework.core.env.PropertyResolver.resolveRequiredPlaceholders(String),org.springframework.core.env.PropertyResolver.resolveRequiredPlaceholders(String),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,getProperty,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/PropertyResolver.java#L46,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertyResolver.getProperty(java.lang.String),org.springframework.core.env.PropertyResolver.getProperty(String),org.springframework.core.env.PropertyResolver.getProperty(String),#test-code #test-case-method,#main-code,1,1,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,PropertySourcesPropertyResolver,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/env/PropertySourcesPropertyResolver.java#L41,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolver.PropertySourcesPropertyResolver(org.springframework.core.env.PropertySources),org.springframework.core.env.PropertySourcesPropertyResolver.PropertySourcesPropertyResolver(PropertySources),org.springframework.core.env.PropertySourcesPropertyResolver.PropertySourcesPropertyResolver(MutablePropertySources),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,withProperty,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/testFixtures/java/org/springframework/core/testfixture/env/MockPropertySource.java#L101,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),"org.springframework.core.testfixture.env.MockPropertySource.withProperty(java.lang.String, java.lang.Object)","org.springframework.core.testfixture.env.MockPropertySource.withProperty(String, Object)","org.springframework.core.testfixture.env.MockPropertySource.withProperty(String, String)",#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,MockPropertySource,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/testFixtures/java/org/springframework/core/testfixture/env/MockPropertySource.java#L56,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.testfixture.env.MockPropertySource.MockPropertySource(),org.springframework.core.testfixture.env.MockPropertySource.MockPropertySource(),org.springframework.core.testfixture.env.MockPropertySource.MockPropertySource(),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,HttpHeadersAssert,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/HttpHeadersAssert.java#L47,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(org.springframework.http.HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),org.springframework.test.http.HttpHeadersAssert.HttpHeadersAssert(HttpHeaders),#test-code #test-case-method,#main-code,2,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,isEqualTo,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/main/java/org/springframework/test/http/MediaTypeAssert.java#L55,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.test.http.MediaTypeAssert.isEqualTo(java.lang.String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),org.springframework.test.http.MediaTypeAssert.isEqualTo(String),#test-code #test-case-method,#main-code,1,0,,
spring-framework,ignoreUnresolvableNestedPlaceholdersIsConfigurable,assertThat,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/test/java/org/springframework/core/env/PropertySourcesPropertyResolverTests.java#L314,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-test/src/test/java/org/springframework/test/http/HttpHeadersAssertTests.java#L459,org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.core.env.PropertySourcesPropertyResolverTests.ignoreUnresolvableNestedPlaceholdersIsConfigurable(),org.springframework.test.http.HttpHeadersAssertTests.assertThat(org.springframework.http.HttpHeaders),org.springframework.test.http.HttpHeadersAssertTests.assertThat(HttpHeaders),org.springframework.test.http.HttpHeadersAssertTests.assertThat(HttpHeaders),#test-code #test-case-method,#test-code #test-helper-method,1,0,,
spring-framework,floats,getName,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/framework-docs/src/main/java/org/springframework/docs/integration/jmx/jmxexporting/IJmxTestBean.java#L27,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.docs.integration.jmx.jmxexporting.IJmxTestBean.getName(),org.springframework.docs.integration.jmx.jmxexporting.IJmxTestBean.getName(),org.springframework.docs.integration.jmx.jmxexporting.IJmxTestBean.getName(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,toString,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-aop/src/main/java/org/springframework/aop/TrueClassFilter.java#L52,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.aop.TrueClassFilter.toString(),org.springframework.aop.TrueClassFilter.toString(),org.springframework.aop.TrueClassFilter.toString(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,size,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-beans/src/main/java/org/springframework/beans/MutablePropertyValues.java#L132,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.beans.MutablePropertyValues.size(),org.springframework.beans.MutablePropertyValues.size(),org.springframework.beans.MutablePropertyValues.size(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,asList,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-beans/src/main/java/org/springframework/beans/factory/aot/AotServices.java#L161,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.beans.factory.aot.AotServices.asList(),org.springframework.beans.factory.aot.AotServices.asList(),org.springframework.beans.factory.aot.AotServices.asList(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,getSimpleName,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-context/src/main/java/org/springframework/context/annotation/ConfigurationClass.java#L155,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.context.annotation.ConfigurationClass.getSimpleName(),org.springframework.context.annotation.ConfigurationClass.getSimpleName(),org.springframework.context.annotation.ConfigurationClass.getSimpleName(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,isPrimitive,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/aot/generate/GeneratedTypeReference.java#L56,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.aot.generate.GeneratedTypeReference.isPrimitive(),org.springframework.aot.generate.GeneratedTypeReference.isPrimitive(),org.springframework.aot.generate.GeneratedTypeReference.isPrimitive(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,println,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/aot/nativex/BasicJsonWriter.java#L209,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.aot.nativex.BasicJsonWriter.IndentingWriter.println(java.lang.String),org.springframework.aot.nativex.BasicJsonWriter.IndentingWriter.println(String),org.springframework.aot.nativex.BasicJsonWriter.IndentingWriter.println(String),#test-code #test-case-method,#main-code,3,0,,
spring-framework,floats,isArray,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/ResolvableType.java#L419,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.core.ResolvableType.isArray(),org.springframework.core.ResolvableType.isArray(),org.springframework.core.ResolvableType.isArray(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,as,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/ResolvableType.java#L484,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.core.ResolvableType.as(java.lang.Class<?>),org.springframework.core.ResolvableType.as(Class),org.springframework.core.ResolvableType.as(Class),#test-code #test-case-method,#main-code,2,0,,
spring-framework,floats,append,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-core/src/main/java/org/springframework/core/style/ToStringCreator.java#L176,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.core.style.ToStringCreator.append(java.lang.Object),org.springframework.core.style.ToStringCreator.append(Object),org.springframework.core.style.ToStringCreator.append(Object),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,getExpressionString,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/Expression.java#L41,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.Expression.getExpressionString(),org.springframework.expression.Expression.getExpressionString(),org.springframework.expression.Expression.getExpressionString(),#test-code #test-case-method,#main-code,3,0,,
spring-framework,floats,getValue,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/Expression.java#L88,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.Expression.getValue(org.springframework.expression.EvaluationContext),org.springframework.expression.Expression.getValue(EvaluationContext),org.springframework.expression.Expression.getValue(StandardEvaluationContext),#test-code #test-case-method,#main-code,2,0,,
spring-framework,floats,parseExpression,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/common/TemplateAwareExpressionParser.java#L51,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.common.TemplateAwareExpressionParser.parseExpression(java.lang.String),org.springframework.expression.common.TemplateAwareExpressionParser.parseExpression(String),org.springframework.expression.common.TemplateAwareExpressionParser.parseExpression(String),#test-code #test-case-method,#main-code,2,1,,
spring-framework,floats,toStringAST,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/spel/SpelNode.java#L77,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.SpelNode.toStringAST(),org.springframework.expression.spel.SpelNode.toStringAST(),org.springframework.expression.spel.SpelNode.toStringAST(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,getChildCount,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/spel/SpelNode.java#L84,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.SpelNode.getChildCount(),org.springframework.expression.spel.SpelNode.getChildCount(),org.springframework.expression.spel.SpelNode.getChildCount(),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,getChild,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/spel/SpelNode.java#L91,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.SpelNode.getChild(int),org.springframework.expression.spel.SpelNode.getChild(int),org.springframework.expression.spel.SpelNode.getChild(int),#test-code #test-case-method,#main-code,4,0,,
spring-framework,floats,getAST,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/main/java/org/springframework/expression/spel/standard/SpelExpression.java#L555,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.standard.SpelExpression.getAST(),org.springframework.expression.spel.standard.SpelExpression.getAST(),org.springframework.expression.spel.standard.SpelExpression.getAST(),#test-code #test-case-method,#main-code,3,0,,
spring-framework,floats,evaluate,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/AbstractExpressionTests.java#L57,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),"org.springframework.expression.spel.AbstractExpressionTests.evaluate(java.lang.String, java.lang.Object, java.lang.Class<?>)","org.springframework.expression.spel.AbstractExpressionTests.evaluate(String, Object, Class)","org.springframework.expression.spel.AbstractExpressionTests.evaluate(String, float, Class)",#test-code #test-case-method,#test-code #test-helper-method,1,0,,
spring-framework,floats,isNull,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-expression/src/test/java/org/springframework/expression/spel/LiteralTests.java#L102,https://github.com/spring-projects/spring-framework/blob/16f4b23c328500353194dfeb59e7a68550564ca8/spring-r2dbc/src/main/java/org/springframework/r2dbc/core/binding/Bindings.java#L171,org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.expression.spel.LiteralTests.floats(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),org.springframework.r2dbc.core.binding.Bindings.Binding.isNull(),#test-code #test-case-method,#main-code,2,0,,
